Loan,Region,Rating,EAD,LGD,PD,Alpha,Gamma,Threshold
837,0,3,37432.49,0.2,0.0064,0.65,0.759934208,-2.489285865
838,0,4,64378.98,0.2,0.0148,0.28,0.96,-2.175402064
839,0,4,26117.81,0.2,0.0148,0.27,0.962860322,-2.175402064
840,0,3,46767.99,0.2,0.0064,0.42,0.907524104,-2.489285865
841,0,2,58455.77,0.2,0.0006,0.48,0.877268488,-3.238880118
842,0,3,144449.32,0.2,0.0064,0.35,0.9367497,-2.489285865
843,0,3,111704.97,0.2,0.0064,0.21,0.977701386,-2.489285865
844,0,4,73756.18,0.2,0.0148,0.35,0.9367497,-2.175402064
845,0,4,66969.92,0.2,0.0148,0.35,0.9367497,-2.175402064
846,0,1,4051.91,0.2,0.0002,0.32,0.947417543,-3.540083799
847,0,2,81814.83,0.2,0.0006,0.43,0.902828887,-3.238880118
848,0,3,89921.16,0.2,0.0064,0.69,0.723809367,-2.489285865
849,0,3,112003.07,0.2,0.0064,0.41,0.912085522,-2.489285865
850,0,3,374400.38,0.2,0.0064,0.23,0.973190629,-2.489285865
851,0,4,17447.28,0.2,0.0148,0.66,0.751265599,-2.175402064
852,0,2,21522.04,0.2,0.0006,0.55,0.835164654,-3.238880118
853,0,4,125004.85,0.2,0.0148,0.29,0.957026645,-2.175402064
854,0,3,214893.07,0.2,0.0064,0.31,0.950736557,-2.489285865
855,0,3,106149.36,0.2,0.0064,0.8,0.6,-2.489285865
856,0,4,83269.55,0.2,0.0148,0.53,0.847997642,-2.175402064
857,0,2,143735.04,0.2,0.0006,0.5,0.866025404,-3.238880118
858,0,2,131263.44,0.2,0.0006,0.33,0.943980932,-3.238880118
859,0,4,40909.3,0.2,0.0148,0.39,0.920814857,-2.175402064
860,0,4,48607.85,0.2,0.0148,0.8,0.6,-2.175402064
861,0,2,7779.21,0.2,0.0006,0.46,0.887918915,-3.238880118
862,0,3,50476.25,0.2,0.0064,0.53,0.847997642,-2.489285865
863,0,3,14076.37,0.2,0.0064,0.65,0.759934208,-2.489285865
864,0,3,58112.03,0.2,0.0064,0.8,0.6,-2.489285865
865,0,2,106827.02,0.2,0.0006,0.54,0.841665017,-3.238880118
866,0,2,197012.37,0.2,0.0006,0.7,0.714142843,-3.238880118
867,0,1,46218.53,0.2,0.0002,0.22,0.975499872,-3.540083799
868,0,2,156635.58,0.2,0.0006,0.72,0.693974063,-3.238880118
869,0,1,50212.09,0.2,0.0002,0.61,0.792401413,-3.540083799
870,0,4,2761.12,0.2,0.0148,0.3,0.953939201,-2.175402064
871,0,4,261873.67,0.2,0.0148,0.71,0.704201676,-2.175402064
872,0,2,30545.59,0.2,0.0006,0.29,0.957026645,-3.238880118
873,0,4,85060.48,0.2,0.0148,0.46,0.887918915,-2.175402064
874,0,5,324772.27,0.2,0.0568,0.25,0.968245837,-1.582217179
875,0,3,21273.02,0.2,0.0064,0.3,0.953939201,-2.489285865
876,0,3,58957.58,0.2,0.0064,0.55,0.835164654,-2.489285865
877,0,5,63443.71,0.2,0.0568,0.54,0.841665017,-1.582217179
878,0,3,10468.36,0.2,0.0064,0.23,0.973190629,-2.489285865
879,0,3,8300.94,0.2,0.0064,0.25,0.968245837,-2.489285865
880,0,3,57888.07,0.2,0.0064,0.26,0.965608616,-2.489285865
881,0,6,7902.13,0.2,0.0768,0.5,0.866025404,-1.426930252
882,0,3,72427.33,0.2,0.0064,0.72,0.693974063,-2.489285865
883,0,3,36904.34,0.2,0.0064,0.77,0.638043886,-2.489285865
884,0,2,62132.4,0.2,0.0006,0.47,0.882666415,-3.238880118
885,0,5,3704.95,0.2,0.0568,0.79,0.613106842,-1.582217179
886,0,2,245.06,0.2,0.0006,0.38,0.924986486,-3.238880118
887,0,3,7769.69,0.2,0.0064,0.51,0.860174401,-2.489285865
888,0,5,10277.39,0.2,0.0568,0.56,0.828492607,-1.582217179
889,0,5,45016.87,0.2,0.0568,0.49,0.871722433,-1.582217179
890,0,2,263965.22,0.2,0.0006,0.51,0.860174401,-3.238880118
891,0,2,183516.28,0.2,0.0006,0.68,0.733212111,-3.238880118
892,0,3,12906.99,0.2,0.0064,0.4,0.916515139,-2.489285865
893,0,3,7133.99,0.2,0.0064,0.45,0.893028555,-2.489285865
894,0,4,77921.64,0.2,0.0148,0.72,0.693974063,-2.175402064
895,0,5,106711.32,0.2,0.0568,0.25,0.968245837,-1.582217179
896,0,3,179111.98,0.2,0.0064,0.54,0.841665017,-2.489285865
897,0,3,59053.36,0.2,0.0064,0.64,0.768374908,-2.489285865
898,0,4,97748.78,0.2,0.0148,0.49,0.871722433,-2.175402064
899,0,3,12259.97,0.2,0.0064,0.78,0.625779514,-2.489285865
900,0,3,55217.85,0.2,0.0064,0.45,0.893028555,-2.489285865
901,0,3,59111.32,0.2,0.0064,0.79,0.613106842,-2.489285865
902,0,4,203484.47,0.2,0.0148,0.33,0.943980932,-2.175402064
903,0,4,396038.37,0.2,0.0148,0.46,0.887918915,-2.175402064
904,0,3,204131.51,0.2,0.0064,0.71,0.704201676,-2.489285865
905,0,3,69054.56,0.2,0.0064,0.44,0.897997773,-2.489285865
906,0,4,61480.31,0.2,0.0148,0.63,0.776595133,-2.175402064
907,0,4,44553.35,0.2,0.0148,0.35,0.9367497,-2.175402064
908,0,2,103379.6,0.2,0.0006,0.77,0.638043886,-3.238880118
909,0,4,77369.95,0.2,0.0148,0.31,0.950736557,-2.175402064
910,0,2,54000.25,0.2,0.0006,0.69,0.723809367,-3.238880118
911,0,1,133226.62,0.2,0.0002,0.66,0.751265599,-3.540083799
912,0,4,83642.33,0.2,0.0148,0.45,0.893028555,-2.175402064
913,0,3,89010.5,0.2,0.0064,0.34,0.940425436,-2.489285865
914,0,4,28332.26,0.2,0.0148,0.74,0.672606869,-2.175402064
915,0,2,12888.67,0.2,0.0006,0.31,0.950736557,-3.238880118
916,0,4,31302.2,0.2,0.0148,0.53,0.847997642,-2.175402064
917,0,3,95037.58,0.2,0.0064,0.39,0.920814857,-2.489285865
918,0,2,66207.25,0.2,0.0006,0.67,0.742361098,-3.238880118
919,0,4,64004.77,0.2,0.0148,0.52,0.85416626,-2.175402064
920,0,4,20594.51,0.2,0.0148,0.65,0.759934208,-2.175402064
921,0,3,10786.22,0.2,0.0064,0.62,0.78460181,-2.489285865
922,0,3,121109.28,0.2,0.0064,0.22,0.975499872,-2.489285865
923,0,3,156218.53,0.2,0.0064,0.42,0.907524104,-2.489285865
924,0,3,84370.31,0.2,0.0064,0.74,0.672606869,-2.489285865
925,0,3,118275.02,0.2,0.0064,0.36,0.932952303,-2.489285865
926,0,3,83992.28,0.2,0.0064,0.76,0.649923072,-2.489285865
927,0,3,33963.8,0.2,0.0064,0.34,0.940425436,-2.489285865
928,0,3,48880.79,0.2,0.0064,0.63,0.776595133,-2.489285865
929,0,5,44068.15,0.2,0.0568,0.55,0.835164654,-1.582217179
930,0,1,4671.08,0.2,0.0002,0.25,0.968245837,-3.540083799
931,0,1,58136.24,0.2,0.0002,0.71,0.704201676,-3.540083799
932,0,4,68280.4,0.2,0.0148,0.56,0.828492607,-2.175402064
933,0,4,101086.67,0.2,0.0148,0.63,0.776595133,-2.175402064
934,0,3,77100.85,0.2,0.0064,0.6,0.8,-2.489285865
935,0,4,526.25,0.2,0.0148,0.38,0.924986486,-2.175402064
936,0,3,72535.02,0.2,0.0064,0.38,0.924986486,-2.489285865
937,0,3,244184.5,0.2,0.0064,0.78,0.625779514,-2.489285865
938,0,2,81166.43,0.2,0.0006,0.44,0.897997773,-3.238880118
939,0,3,197234.73,0.2,0.0064,0.21,0.977701386,-2.489285865
940,0,3,284372.29,0.2,0.0064,0.73,0.683447145,-2.489285865
941,0,6,15174.8,0.2,0.0768,0.54,0.841665017,-1.426930252
942,0,2,74277.15,0.2,0.0006,0.48,0.877268488,-3.238880118
943,0,3,22090.97,0.2,0.0064,0.41,0.912085522,-2.489285865
944,0,4,27250.63,0.2,0.0148,0.68,0.733212111,-2.175402064
945,0,3,375803.81,0.2,0.0064,0.27,0.962860322,-2.489285865
946,0,4,21109.12,0.2,0.0148,0.76,0.649923072,-2.175402064
947,0,2,23991.39,0.2,0.0006,0.59,0.807403245,-3.238880118
948,0,3,155317.14,0.2,0.0064,0.42,0.907524104,-2.489285865
949,0,3,569500.43,0.2,0.0064,0.61,0.792401413,-2.489285865
950,0,4,82306.46,0.2,0.0148,0.78,0.625779514,-2.175402064
951,0,3,271424.7,0.2,0.0064,0.43,0.902828887,-2.489285865
952,0,2,74173.92,0.2,0.0006,0.24,0.970772888,-3.238880118
953,0,3,22002.35,0.2,0.0064,0.2,0.979795897,-2.489285865
954,0,4,5674.13,0.2,0.0148,0.64,0.768374908,-2.175402064
955,0,3,7917.35,0.2,0.0064,0.61,0.792401413,-2.489285865
956,0,2,349442.05,0.2,0.0006,0.54,0.841665017,-3.238880118
957,0,2,7963.4,0.2,0.0006,0.53,0.847997642,-3.238880118
958,0,4,343680.87,0.2,0.0148,0.34,0.940425436,-2.175402064
959,0,2,57762.21,0.2,0.0006,0.62,0.78460181,-3.238880118
960,0,5,20239.53,0.2,0.0568,0.61,0.792401413,-1.582217179
961,0,2,71478.73,0.2,0.0006,0.45,0.893028555,-3.238880118
962,0,3,97774.85,0.2,0.0064,0.48,0.877268488,-2.489285865
963,0,3,146965.57,0.2,0.0064,0.76,0.649923072,-2.489285865
964,0,3,201813.74,0.2,0.0064,0.65,0.759934208,-2.489285865
965,0,3,333653.83,0.2,0.0064,0.73,0.683447145,-2.489285865
966,0,3,51351.24,0.2,0.0064,0.65,0.759934208,-2.489285865
967,0,3,63253.36,0.2,0.0064,0.25,0.968245837,-2.489285865
968,0,5,29403.15,0.2,0.0568,0.44,0.897997773,-1.582217179
969,0,2,22440.11,0.2,0.0006,0.36,0.932952303,-3.238880118
970,0,4,322.88,0.2,0.0148,0.21,0.977701386,-2.175402064
971,0,4,69655.27,0.2,0.0148,0.57,0.821644692,-2.175402064
972,0,3,25350.7,0.2,0.0064,0.68,0.733212111,-2.489285865
973,0,4,48677.15,0.2,0.0148,0.22,0.975499872,-2.175402064
974,0,3,22170.79,0.2,0.0064,0.22,0.975499872,-2.489285865
975,0,3,12428.55,0.2,0.0064,0.35,0.9367497,-2.489285865
976,0,3,125499.27,0.2,0.0064,0.77,0.638043886,-2.489285865
977,0,3,46487.45,0.2,0.0064,0.66,0.751265599,-2.489285865
978,0,4,214125.73,0.2,0.0148,0.23,0.973190629,-2.175402064
979,0,1,127132.89,0.2,0.0002,0.47,0.882666415,-3.540083799
980,0,4,37381.45,0.2,0.0148,0.73,0.683447145,-2.175402064
981,0,3,55626.31,0.2,0.0064,0.69,0.723809367,-2.489285865
982,0,2,36395.35,0.2,0.0006,0.35,0.9367497,-3.238880118
983,0,3,19654.73,0.2,0.0064,0.55,0.835164654,-2.489285865
984,0,2,54665.42,0.2,0.0006,0.74,0.672606869,-3.238880118
985,0,4,25712.02,0.2,0.0148,0.62,0.78460181,-2.175402064
986,0,2,248664.23,0.2,0.0006,0.51,0.860174401,-3.238880118
987,0,3,55321.2,0.2,0.0064,0.58,0.814616474,-2.489285865
988,0,3,309814.21,0.2,0.0064,0.68,0.733212111,-2.489285865
989,0,2,166906.08,0.2,0.0006,0.62,0.78460181,-3.238880118
990,0,3,68414.35,0.2,0.0064,0.55,0.835164654,-2.489285865
991,0,2,288464.72,0.2,0.0006,0.25,0.968245837,-3.238880118
992,0,4,191592.76,0.2,0.0148,0.66,0.751265599,-2.175402064
993,0,4,159287.81,0.2,0.0148,0.42,0.907524104,-2.175402064
994,0,2,103404.1,0.2,0.0006,0.59,0.807403245,-3.238880118
995,0,2,58270.96,0.2,0.0006,0.35,0.9367497,-3.238880118
996,0,4,161795.34,0.2,0.0148,0.44,0.897997773,-2.175402064
997,0,3,120877.53,0.2,0.0064,0.42,0.907524104,-2.489285865
998,0,2,41587.05,0.2,0.0006,0.8,0.6,-3.238880118
999,0,1,17604.96,0.2,0.0002,0.62,0.78460181,-3.540083799
1000,0,3,167465.09,0.2,0.0064,0.6,0.8,-2.489285865
1001,0,3,140816.8,0.2,0.0064,0.32,0.947417543,-2.489285865
1002,0,2,9382.2,0.2,0.0006,0.61,0.792401413,-3.238880118
1003,0,4,19065.73,0.2,0.0148,0.8,0.6,-2.175402064
1004,0,4,25500.67,0.2,0.0148,0.25,0.968245837,-2.175402064
1005,0,3,346099.01,0.2,0.0064,0.61,0.792401413,-2.489285865
1006,0,3,60398.06,0.2,0.0064,0.21,0.977701386,-2.489285865
1007,0,4,88154.34,0.2,0.0148,0.79,0.613106842,-2.175402064
1008,0,2,145431.22,0.2,0.0006,0.64,0.768374908,-3.238880118
1009,0,3,7799.95,0.2,0.0064,0.51,0.860174401,-2.489285865
1010,0,2,48282.31,0.2,0.0006,0.21,0.977701386,-3.238880118
1011,0,1,44740.1,0.2,0.0002,0.32,0.947417543,-3.540083799
1012,0,3,317890.25,0.2,0.0064,0.73,0.683447145,-2.489285865
1013,0,5,123487.17,0.2,0.0568,0.33,0.943980932,-1.582217179
1014,0,2,11212.82,0.2,0.0006,0.79,0.613106842,-3.238880118
1015,0,2,73408.75,0.2,0.0006,0.32,0.947417543,-3.238880118
1016,0,2,37016.49,0.2,0.0006,0.28,0.96,-3.238880118
1017,0,3,12435.82,0.2,0.0064,0.51,0.860174401,-2.489285865
1018,0,4,111165.57,0.2,0.0148,0.38,0.924986486,-2.175402064
1019,0,3,24323.6,0.2,0.0064,0.56,0.828492607,-2.489285865
1020,0,3,233307.19,0.2,0.0064,0.32,0.947417543,-2.489285865
1021,0,3,21909.97,0.2,0.0064,0.22,0.975499872,-2.489285865
1022,0,5,123476.94,0.2,0.0568,0.58,0.814616474,-1.582217179
1023,0,3,138726.12,0.2,0.0064,0.49,0.871722433,-2.489285865
1024,0,3,22234.52,0.2,0.0064,0.3,0.953939201,-2.489285865
1025,0,1,64670.34,0.2,0.0002,0.4,0.916515139,-3.540083799
1026,0,2,139099.37,0.2,0.0006,0.34,0.940425436,-3.238880118
1027,0,2,67477.72,0.2,0.0006,0.44,0.897997773,-3.238880118
1028,0,4,5140.95,0.2,0.0148,0.47,0.882666415,-2.175402064
1029,0,3,139860.9,0.2,0.0064,0.45,0.893028555,-2.489285865
1030,0,6,66419.87,0.2,0.0768,0.26,0.965608616,-1.426930252
1031,0,2,208065.12,0.2,0.0006,0.77,0.638043886,-3.238880118
1032,0,1,78678.54,0.2,0.0002,0.6,0.8,-3.540083799
1033,0,2,19491.17,0.2,0.0006,0.65,0.759934208,-3.238880118
1034,0,3,49458.87,0.2,0.0064,0.27,0.962860322,-2.489285865
1035,0,3,123512.44,0.2,0.0064,0.6,0.8,-2.489285865
1036,0,4,188868.19,0.2,0.0148,0.58,0.814616474,-2.175402064
1037,0,3,260906.02,0.2,0.0064,0.43,0.902828887,-2.489285865
1038,0,5,108719.02,0.2,0.0568,0.78,0.625779514,-1.582217179
1039,0,4,56643.93,0.2,0.0148,0.27,0.962860322,-2.175402064
1040,0,2,206578.55,0.2,0.0006,0.46,0.887918915,-3.238880118
1041,0,2,31562.43,0.2,0.0006,0.33,0.943980932,-3.238880118
1042,0,3,2258.77,0.2,0.0064,0.74,0.672606869,-2.489285865
1043,0,3,18832.51,0.2,0.0064,0.23,0.973190629,-2.489285865
1044,0,3,126958.76,0.2,0.0064,0.45,0.893028555,-2.489285865
1045,0,3,76077.56,0.2,0.0064,0.27,0.962860322,-2.489285865
1046,0,3,32068.58,0.2,0.0064,0.47,0.882666415,-2.489285865
1047,0,2,17962.22,0.2,0.0006,0.43,0.902828887,-3.238880118
1048,0,2,316677.73,0.2,0.0006,0.33,0.943980932,-3.238880118
1049,0,4,104005.15,0.2,0.0148,0.57,0.821644692,-2.175402064
1050,0,3,288317.58,0.2,0.0064,0.42,0.907524104,-2.489285865
1051,0,5,130397.24,0.2,0.0568,0.31,0.950736557,-1.582217179
1052,0,3,10496.62,0.2,0.0064,0.76,0.649923072,-2.489285865
1053,0,2,246284.12,0.2,0.0006,0.5,0.866025404,-3.238880118
1054,0,2,31640.35,0.2,0.0006,0.55,0.835164654,-3.238880118
1055,0,3,104124.34,0.2,0.0064,0.37,0.929031754,-2.489285865
1056,0,3,7132.3,0.2,0.0064,0.62,0.78460181,-2.489285865
1057,0,3,38274.65,0.2,0.0064,0.79,0.613106842,-2.489285865
1058,0,3,66402.15,0.2,0.0064,0.63,0.776595133,-2.489285865
1059,0,4,213526.56,0.2,0.0148,0.2,0.979795897,-2.175402064
1060,0,4,113301.02,0.2,0.0148,0.5,0.866025404,-2.175402064
1061,0,4,14734.12,0.2,0.0148,0.7,0.714142843,-2.175402064
1062,0,4,3054.67,0.2,0.0148,0.57,0.821644692,-2.175402064
1063,0,4,12622.84,0.2,0.0148,0.74,0.672606869,-2.175402064
1064,0,4,163620.22,0.2,0.0148,0.3,0.953939201,-2.175402064
1065,0,3,23924.55,0.2,0.0064,0.55,0.835164654,-2.489285865
1066,0,3,93394.09,0.2,0.0064,0.5,0.866025404,-2.489285865
1067,0,3,48699.13,0.2,0.0064,0.75,0.661437828,-2.489285865
1068,0,3,24853.58,0.2,0.0064,0.57,0.821644692,-2.489285865
1069,0,4,72057.63,0.2,0.0148,0.34,0.940425436,-2.175402064
1070,0,4,1613.37,0.2,0.0148,0.27,0.962860322,-2.175402064
1071,0,3,31655.35,0.2,0.0064,0.75,0.661437828,-2.489285865
1072,0,2,76323.73,0.2,0.0006,0.44,0.897997773,-3.238880118
1073,0,3,138910.16,0.2,0.0064,0.34,0.940425436,-2.489285865
1074,0,4,26882.57,0.2,0.0148,0.56,0.828492607,-2.175402064
1075,0,5,77596.07,0.2,0.0568,0.7,0.714142843,-1.582217179
1076,0,2,104132.46,0.2,0.0006,0.48,0.877268488,-3.238880118
1077,0,3,13588.84,0.2,0.0064,0.53,0.847997642,-2.489285865
1078,0,4,73869.67,0.2,0.0148,0.29,0.957026645,-2.175402064
1079,0,3,212164.03,0.2,0.0064,0.4,0.916515139,-2.489285865
1080,0,3,31279.23,0.2,0.0064,0.54,0.841665017,-2.489285865
1081,0,3,145230.87,0.2,0.0064,0.59,0.807403245,-2.489285865
1082,0,1,255045.22,0.2,0.0002,0.26,0.965608616,-3.540083799
1083,0,4,187226.1,0.2,0.0148,0.42,0.907524104,-2.175402064
1084,0,3,48587.82,0.2,0.0064,0.78,0.625779514,-2.489285865
1085,0,3,20065.31,0.2,0.0064,0.57,0.821644692,-2.489285865
1086,0,4,23622.96,0.2,0.0148,0.47,0.882666415,-2.175402064
1087,0,4,31977.2,0.2,0.0148,0.56,0.828492607,-2.175402064
1088,0,3,73230.43,0.2,0.0064,0.56,0.828492607,-2.489285865
1089,0,2,23779.13,0.2,0.0006,0.57,0.821644692,-3.238880118
1090,0,3,108545.2,0.2,0.0064,0.73,0.683447145,-2.489285865
1091,0,4,41933.09,0.2,0.0148,0.79,0.613106842,-2.175402064
1092,0,5,187552.38,0.2,0.0568,0.59,0.807403245,-1.582217179
1093,0,2,81918.19,0.2,0.0006,0.73,0.683447145,-3.238880118
1094,0,3,214513.24,0.2,0.0064,0.24,0.970772888,-2.489285865
1095,0,3,28421.74,0.2,0.0064,0.5,0.866025404,-2.489285865
1096,0,3,19169.72,0.2,0.0064,0.6,0.8,-2.489285865
1097,0,3,266480.17,0.2,0.0064,0.4,0.916515139,-2.489285865
1098,0,4,49715.48,0.2,0.0148,0.69,0.723809367,-2.175402064
1099,0,3,99189.65,0.2,0.0064,0.74,0.672606869,-2.489285865
1100,0,4,118130.03,0.2,0.0148,0.21,0.977701386,-2.175402064
1101,0,1,251780.73,0.2,0.0002,0.32,0.947417543,-3.540083799
1102,0,2,67390.42,0.2,0.0006,0.6,0.8,-3.238880118
1103,0,3,82148.1,0.2,0.0064,0.74,0.672606869,-2.489285865
1104,0,4,261538.24,0.2,0.0148,0.23,0.973190629,-2.175402064
1105,0,4,214216.79,0.2,0.0148,0.27,0.962860322,-2.175402064
1106,0,3,157697.31,0.2,0.0064,0.34,0.940425436,-2.489285865
1107,0,4,54406.76,0.2,0.0148,0.66,0.751265599,-2.175402064
1108,0,3,253217.15,0.2,0.0064,0.49,0.871722433,-2.489285865
1109,0,2,30065.58,0.2,0.0006,0.23,0.973190629,-3.238880118
1110,0,3,20652.71,0.2,0.0064,0.31,0.950736557,-2.489285865
1111,0,3,191599.8,0.2,0.0064,0.3,0.953939201,-2.489285865
1112,0,3,73676.99,0.2,0.0064,0.54,0.841665017,-2.489285865
1113,0,4,429041.91,0.2,0.0148,0.6,0.8,-2.175402064
1114,0,3,242008.35,0.2,0.0064,0.67,0.742361098,-2.489285865
1115,0,4,30388.12,0.2,0.0148,0.53,0.847997642,-2.175402064
1116,0,4,199261.47,0.2,0.0148,0.58,0.814616474,-2.175402064
1117,0,3,148965.94,0.2,0.0064,0.74,0.672606869,-2.489285865
1118,0,2,270935.25,0.2,0.0006,0.64,0.768374908,-3.238880118
1119,0,2,77985.62,0.2,0.0006,0.25,0.968245837,-3.238880118
1120,0,3,137190,0.2,0.0064,0.42,0.907524104,-2.489285865
1121,0,4,82134.78,0.2,0.0148,0.47,0.882666415,-2.175402064
1122,0,3,2595.39,0.2,0.0064,0.44,0.897997773,-2.489285865
1123,0,4,137167.7,0.2,0.0148,0.42,0.907524104,-2.175402064
1124,0,1,48535.48,0.2,0.0002,0.49,0.871722433,-3.540083799
1125,0,3,114358.09,0.2,0.0064,0.58,0.814616474,-2.489285865
1126,0,4,279428.68,0.2,0.0148,0.72,0.693974063,-2.175402064
1127,0,4,43251.6,0.2,0.0148,0.59,0.807403245,-2.175402064
1128,0,3,48868.84,0.2,0.0064,0.56,0.828492607,-2.489285865
1129,0,2,68282.85,0.2,0.0006,0.38,0.924986486,-3.238880118
1130,0,3,271983.07,0.2,0.0064,0.32,0.947417543,-2.489285865
1131,0,3,201083.73,0.2,0.0064,0.63,0.776595133,-2.489285865
1132,0,3,8171.94,0.2,0.0064,0.65,0.759934208,-2.489285865
1133,0,3,93380.42,0.2,0.0064,0.63,0.776595133,-2.489285865
1134,0,3,5971.78,0.2,0.0064,0.75,0.661437828,-2.489285865
1135,0,1,46812.03,0.2,0.0002,0.66,0.751265599,-3.540083799
1136,0,3,208252.53,0.2,0.0064,0.7,0.714142843,-2.489285865
1137,0,3,65325.45,0.2,0.0064,0.22,0.975499872,-2.489285865
1138,0,5,25568.99,0.2,0.0568,0.3,0.953939201,-1.582217179
1139,0,4,89250.05,0.2,0.0148,0.79,0.613106842,-2.175402064
1140,0,1,116329.61,0.2,0.0002,0.61,0.792401413,-3.540083799
1141,0,3,209499.05,0.2,0.0064,0.7,0.714142843,-2.489285865
1142,0,2,9132.34,0.2,0.0006,0.72,0.693974063,-3.238880118
1143,0,3,6399.56,0.2,0.0064,0.59,0.807403245,-2.489285865
1144,0,3,33423.6,0.2,0.0064,0.55,0.835164654,-2.489285865
1145,0,2,64331.71,0.2,0.0006,0.22,0.975499872,-3.238880118
1146,0,3,60380.97,0.2,0.0064,0.26,0.965608616,-2.489285865
1147,0,2,45908.43,0.2,0.0006,0.65,0.759934208,-3.238880118
1148,0,4,56596.74,0.2,0.0148,0.6,0.8,-2.175402064
1149,0,4,135614.73,0.2,0.0148,0.27,0.962860322,-2.175402064
1150,0,4,77167.92,0.2,0.0148,0.47,0.882666415,-2.175402064
1151,0,5,41993.25,0.2,0.0568,0.8,0.6,-1.582217179
1152,0,4,17064.18,0.2,0.0148,0.52,0.85416626,-2.175402064
1153,0,2,53826.01,0.2,0.0006,0.52,0.85416626,-3.238880118
1154,0,3,23533.04,0.2,0.0064,0.43,0.902828887,-2.489285865
1155,0,4,99494.64,0.2,0.0148,0.31,0.950736557,-2.175402064
1156,0,3,11413.93,0.2,0.0064,0.75,0.661437828,-2.489285865
1157,0,3,201702.8,0.2,0.0064,0.43,0.902828887,-2.489285865
1158,0,4,4753.03,0.2,0.0148,0.33,0.943980932,-2.175402064
1159,0,2,20674.97,0.2,0.0006,0.62,0.78460181,-3.238880118
1160,0,3,126535.34,0.2,0.0064,0.47,0.882666415,-2.489285865
1161,0,3,382710.47,0.2,0.0064,0.35,0.9367497,-2.489285865
1162,0,4,114084.76,0.2,0.0148,0.39,0.920814857,-2.175402064
1163,0,4,59822.87,0.2,0.0148,0.65,0.759934208,-2.175402064
1164,0,2,16958.09,0.2,0.0006,0.3,0.953939201,-3.238880118
1165,0,2,28467.66,0.2,0.0006,0.71,0.704201676,-3.238880118
1166,0,5,77423.16,0.2,0.0568,0.25,0.968245837,-1.582217179
1167,0,4,49736.14,0.2,0.0148,0.46,0.887918915,-2.175402064
1168,0,4,33041.96,0.2,0.0148,0.57,0.821644692,-2.175402064
1169,0,2,120869.44,0.2,0.0006,0.52,0.85416626,-3.238880118
1170,0,2,14571.91,0.2,0.0006,0.6,0.8,-3.238880118
1171,0,3,33547.38,0.2,0.0064,0.72,0.693974063,-2.489285865
1172,0,4,55406.15,0.2,0.0148,0.69,0.723809367,-2.175402064
1173,0,3,210229.39,0.2,0.0064,0.3,0.953939201,-2.489285865
1174,0,2,42057.78,0.2,0.0006,0.44,0.897997773,-3.238880118
1175,0,4,65511.9,0.2,0.0148,0.54,0.841665017,-2.175402064
1176,0,3,68650.36,0.2,0.0064,0.21,0.977701386,-2.489285865
1177,0,3,27842.09,0.2,0.0064,0.63,0.776595133,-2.489285865
1178,0,5,276643.09,0.2,0.0568,0.59,0.807403245,-1.582217179
1179,0,3,70862.7,0.2,0.0064,0.72,0.693974063,-2.489285865
1180,0,5,228658.87,0.2,0.0568,0.71,0.704201676,-1.582217179
1181,0,3,83039.27,0.2,0.0064,0.7,0.714142843,-2.489285865
1182,0,3,178561.89,0.2,0.0064,0.77,0.638043886,-2.489285865
1183,0,3,161782.12,0.2,0.0064,0.72,0.693974063,-2.489285865
1184,0,3,220287.4,0.2,0.0064,0.24,0.970772888,-2.489285865
1185,0,3,15547.82,0.2,0.0064,0.51,0.860174401,-2.489285865
1186,0,1,19005.71,0.2,0.0002,0.27,0.962860322,-3.540083799
1187,0,3,241952.39,0.2,0.0064,0.67,0.742361098,-2.489285865
1188,0,3,96245.11,0.2,0.0064,0.76,0.649923072,-2.489285865
1189,0,3,166951.82,0.2,0.0064,0.42,0.907524104,-2.489285865
1190,0,1,57279.56,0.2,0.0002,0.54,0.841665017,-3.540083799
1191,0,4,16937.64,0.2,0.0148,0.28,0.96,-2.175402064
1192,0,3,37417.47,0.2,0.0064,0.74,0.672606869,-2.489285865
1193,0,4,189480.24,0.2,0.0148,0.34,0.940425436,-2.175402064
1194,0,4,8780.31,0.2,0.0148,0.27,0.962860322,-2.175402064
1195,0,3,89549.43,0.2,0.0064,0.54,0.841665017,-2.489285865
1196,0,3,62868.97,0.2,0.0064,0.43,0.902828887,-2.489285865
1197,0,4,70118.31,0.2,0.0148,0.62,0.78460181,-2.175402064
1198,0,2,2839.2,0.2,0.0006,0.7,0.714142843,-3.238880118
1199,0,1,114695.66,0.2,0.0002,0.28,0.96,-3.540083799
1200,0,3,178682.28,0.2,0.0064,0.58,0.814616474,-2.489285865
1201,0,4,144219.56,0.2,0.0148,0.35,0.9367497,-2.175402064
1202,0,5,88019.63,0.2,0.0568,0.52,0.85416626,-1.582217179
1203,0,2,226648.1,0.2,0.0006,0.53,0.847997642,-3.238880118
1204,0,3,102761.55,0.2,0.0064,0.7,0.714142843,-2.489285865
1205,0,5,166334.37,0.2,0.0568,0.54,0.841665017,-1.582217179
1206,0,2,32980.53,0.2,0.0006,0.78,0.625779514,-3.238880118
1207,0,3,403355.33,0.2,0.0064,0.65,0.759934208,-2.489285865
1208,0,4,87899.2,0.2,0.0148,0.59,0.807403245,-2.175402064
